Time(Iteration),DisLinUCBTheta,AsyncLinUCBTheta,AsyncLinUCB_AMTheta
71,0.6178713764378945,0.6416333135376077,0.6416333135376077
72,1.0000164911219585,1.0000164911219585,1.0000164911219585
73,0.8666938181051563,0.8666938181051563,0.8666938181051563
74,0.9862170017662351,0.9862170017662351,0.9862170017662351
75,0.9848255510062286,0.9848255510062286,0.9848255510062286
76,1.010376524316576,1.010376524316576,1.010376524316576
77,0.6425420368503729,0.669037217710369,0.669037217710369
78,0.6159254063841979,0.6182365095735574,0.6182365095735574
79,0.9791682714497281,0.9791682714497281,0.9791682714497281
80,0.9440775765709658,0.9440775765709658,0.9440775765709658
81,0.9972789148930762,0.9972789148930762,0.9972789148930762
82,1.0037168485987118,1.0037168485987118,1.0037168485987118
83,0.9784419645896628,0.9784419645896628,0.9784419645896628
84,0.9408134593266512,0.9408134593266512,0.9408134593266512
85,1.0008905116240518,1.0008905116240518,1.0008905116240518
86,0.9520093012812831,0.9520093012812831,0.9520093012812831
87,1.0036995123936154,1.0036995123936154,1.0036995123936154
88,0.9995233389514558,0.9995233389514558,0.9995233389514558
89,1.0001744799274632,1.0001744799274632,1.0001744799274632
90,0.9454550192645104,0.9454550192645104,0.9454550192645104
91,0.9993484328398319,0.9993484328398319,0.9993484328398319
92,0.9990090533483124,0.9990090533483124,0.9990090533483124
93,0.9944180253147241,0.9944180253147241,0.9944180253147241
94,0.9988968063118763,0.9988968063118763,0.9988968063118763
95,0.9983112250863933,0.9983112250863933,0.9983112250863933
96,0.9679103780973555,0.9679103780973555,0.9679103780973555
97,0.9929492663244909,0.9929492663244909,0.9929492663244909
98,0.9800099345104857,0.9800099345104857,0.9800099345104857
99,0.8666345053803741,0.8666345053803741,0.8666345053803741
100,0.9999660462120862,0.9999660462120862,0.9999660462120862
101,0.9988748861492287,0.9988748861492287,0.9988748861492287
102,1.0030783950588584,1.0030783950588584,1.0030783950588584
103,0.8328164615000045,0.8328164615000045,0.8328164615000045
104,0.9672558063415616,0.9672558063415616,0.9672558063415616
105,0.966288180299113,0.966288180299113,0.966288180299113
106,0.966133488832807,0.966133488832807,0.966133488832807
107,0.9640844887361132,0.9640844887361132,0.9640844887361132
108,1.0067929656630523,1.0067929656630523,1.0067929656630523
109,0.9884590838502132,0.9884590838502132,0.9884590838502132
110,0.3594097499249089,0.3751029826556065,0.3797586557088187
111,0.3603630329590618,0.33988232778451694,0.33988232778451694
112,1.0027849307901822,1.0027849307901822,1.0027849307901822
113,0.9184714202098141,0.9184714202098141,0.9184714202098141
114,0.9531052402437956,0.9531052402437956,0.9531052402437956
115,0.9927337961397197,0.9927337961397197,0.9927337961397197
116,0.9373050654038295,0.9373050654038295,0.9373050654038295
117,0.9922468619677957,0.9922468619677957,0.9922468619677957
118,1.0046169635425104,1.0046169635425104,1.0046169635425104
119,0.9736046929176735,0.9736046929176735,0.9736046929176735
120,1.008772401097094,1.008772401097094,1.008772401097094
